CB Status,R,V,I,P,Q,VPU,IPU,PPU,QPU,Voltage PU,Current PU,Power PU,Reactive PU
TIE 10 TIE 21,1,14643.87172,16.18238526,838239.6174,-140061.4539,1.464387172,0.809119263,8.382396174,-1.400614539,10000,20,100000,100000
TIE 10 TIE 21,1,14611.2294,16.94992679,884926.2899,-120770.46,1.46112294,0.847496339,8.849262899,-1.2077046,10000,20,100000,100000
TIE 10 TIE 21,1,14620.47544,16.29766225,841006.7626,-141181.3412,1.462047544,0.814883113,8.410067626,-1.411813412,10000,20,100000,100000
TIE 10 TIE 21,1,14658.42807,15.96549522,822395.435,-152879.9149,1.465842807,0.798274761,8.22395435,-1.528799149,10000,20,100000,100000
TIE 10 TIE 21,1,14654.76839,16.50092352,839252.1922,-142038.1139,1.465476839,0.825046176,8.392521922,-1.420381139,10000,20,100000,100000
TIE 10 TIE 21,1,14732.99477,16.28454347,832189.001,-124486.3623,1.473299477,0.814227173,8.32189001,-1.244863623,10000,20,100000,100000
TIE 10 TIE 21,1,14537.89333,16.97417194,892426.9344,-82744.77913,1.453789333,0.848708597,8.924269344,-0.827447791,10000,20,100000,100000
TIE 10 TIE 21,1,14479.46685,17.15670488,896742.1904,-86145.07417,1.447946685,0.857835244,8.967421904,-0.861450742,10000,20,100000,100000
TIE 10 TIE 21,1,14676.46753,16.65055947,858211.8101,-120813.5758,1.467646753,0.832527973,8.582118101,-1.208135758,10000,20,100000,100000
TIE 10 TIE 21,1,14671.87819,16.86482514,866252.0756,-124679.566,1.467187819,0.843241257,8.662520756,-1.24679566,10000,20,100000,100000
TIE 10 TIE 21,1,14669.15894,17.03950289,876744.5378,-117895.2375,1.466915894,0.851975144,8.767445378,-1.178952375,10000,20,100000,100000
TIE 10 TIE 21,1,14739.05304,16.15122757,813995.2128,-157412.7952,1.473905304,0.807561379,8.139952128,-1.574127952,10000,20,100000,100000
TIE 10 TIE 21,1,14732.9959,14.80709351,762204.6729,-136119.2958,1.47329959,0.740354675,7.622046729,-1.361192958,10000,20,100000,100000
TIE 10 TIE 21,1,14534.10438,16.02778803,846311.0253,-72101.4335,1.453410438,0.801389401,8.463110253,-0.721014335,10000,20,100000,100000
TIE 10 TIE 21,1,14708.83819,15.5137786,810841.5289,-91025.8274,1.470883819,0.77568893,8.108415289,-0.910258274,10000,20,100000,100000
TIE 10 TIE 21,1,14706.51239,15.55434554,806937.3354,-99026.07829,1.470651239,0.777717277,8.069373354,-0.990260783,10000,20,100000,100000
TIE 10 TIE 21,1,14582.71023,15.91777034,829446.8402,-92000.65798,1.458271023,0.795888517,8.294468402,-0.92000658,10000,20,100000,100000
TIE 10 TIE 21,1,14692.80877,15.05230639,782778.0341,-105743.512,1.469280877,0.75261532,7.827780341,-1.05743512,10000,20,100000,100000
TIE 10 TIE 21,1,14624.84719,15.25884085,794579.6952,-92511.94039,1.462484719,0.762942043,7.945796952,-0.925119404,10000,20,100000,100000
TIE 10 TIE 21,1,14603.46736,15.67560033,820382.1253,-82593.14765,1.460346736,0.783780017,8.203821253,-0.825931476,10000,20,100000,100000
TIE 10 TIE 21,1,14827.73095,15.09648628,769544.365,-116708.7778,1.482773095,0.754824314,7.69544365,-1.167087778,10000,20,100000,100000
TIE 10 TIE 21,1,14794.33262,14.91766372,768178.7823,-103947.269,1.479433262,0.745883186,7.681787823,-1.03947269,10000,20,100000,100000
TIE 10 TIE 21,1,14630.63932,14.84183967,781915.9192,-113400.592,1.463063932,0.742091983,7.819159192,-1.13400592,10000,20,100000,100000
TIE 10 TIE 21,1,14779.47915,14.38956584,746999.8648,-129217.4365,1.477947915,0.719478292,7.469998648,-1.292174365,10000,20,100000,100000
TIE 10 TIE 21,1,14781.27557,14.51152015,738786.5862,-153960.2032,1.478127557,0.725576007,7.387865862,-1.539602032,10000,20,100000,100000
TIE 10 TIE 21,1,14727.45634,15.20937569,782593.1507,-136690.4815,1.472745634,0.760468784,7.825931507,-1.366904815,10000,20,100000,100000
TIE 10 TIE 21,1,14799.46403,14.64475259,762122.7464,-109450.487,1.479946403,0.732237629,7.621227464,-1.09450487,10000,20,100000,100000
TIE 10 TIE 21,1,14763.16255,14.52349086,748494.1776,-133057.9939,1.476316255,0.726174543,7.484941776,-1.330579939,10000,20,100000,100000
TIE 10 TIE 21,1,14816.44713,14.19599203,722140.8424,-163447.8422,1.481644713,0.709799601,7.221408424,-1.634478422,10000,20,100000,100000
TIE 10 TIE 21,1,14836.9752,14.15444819,717411.1781,-149846.061,1.48369752,0.707722409,7.174111781,-1.49846061,10000,20,100000,100000
TIE 10 TIE 21,1,14717.84243,15.24580157,793227.3613,-85978.39837,1.471784243,0.762290079,7.932273613,-0.859783984,10000,20,100000,100000
TIE 10 TIE 21,1,14707.36882,15.19710628,794792.9763,-70177.15894,1.470736882,0.759855314,7.947929763,-0.701771589,10000,20,100000,100000
TIE 10 TIE 21,1,14692.67637,15.07031984,775288.3224,-100608.8114,1.469267637,0.753515992,7.752883224,-1.006088114,10000,20,100000,100000
TIE 10 TIE 21,1,14806.91279,14.48910754,738786.7388,-125612.547,1.480691279,0.724455377,7.387867388,-1.25612547,10000,20,100000,100000
TIE 10 TIE 21,1,14771.35201,14.14696394,720787.2964,-126489.78,1.477135201,0.707348197,7.207872964,-1.2648978,10000,20,100000,100000
TIE 10 TIE 21,1,14345.43306,26.87587544,1288980.833,-193134.2142,1.434543306,1.343793772,12.88980833,-1.931342142,10000,20,100000,100000
TIE 10 TIE 21,1,14460.38589,25.55175538,1221801.015,-216352.6038,1.446038589,1.277587769,12.21801015,-2.163526038,10000,20,100000,100000
TIE 10 TIE 21,1,14448.79847,25.47843144,1210316.903,-236634.528,1.444879847,1.273921572,12.10316903,-2.36634528,10000,20,100000,100000
TIE 10 TIE 21,1,14631.3301,24.68237665,1144778.739,-289577.9453,1.46313301,1.234118832,11.44778739,-2.895779453,10000,20,100000,100000
TIE 10 TIE 21,1,14488.35752,24.42763517,1148979.646,-272489.5193,1.448835752,1.221381758,11.48979646,-2.724895193,10000,20,100000,100000
TIE 10 TIE 21,1,14441.18032,25.70454091,1220213.494,-227305.6237,1.444118032,1.285227045,12.20213494,-2.273056237,10000,20,100000,100000
TIE 10 TIE 21,1,14495.24271,25.81765846,1226441.572,-217225.947,1.449524271,1.290882923,12.26441572,-2.17225947,10000,20,100000,100000
TIE 10 TIE 21,1,14579.1815,24.85258946,1170656.497,-249451.5056,1.45791815,1.242629473,11.70656497,-2.494515056,10000,20,100000,100000
TIE 10 TIE 21,1,14552.45499,24.67216598,1160226.283,-274152.356,1.455245499,1.233608299,11.60226283,-2.74152356,10000,20,100000,100000
TIE 10 TIE 21,1,14635.52893,23.94979936,1112721.697,-302792.1203,1.463552893,1.197489968,11.12721697,-3.027921203,10000,20,100000,100000
TIE 10 TIE 21,1,14548.32027,24.08134535,1124905.511,-298147.1147,1.454832027,1.204067268,11.24905511,-2.981471147,10000,20,100000,100000
TIE 10 TIE 21,1,14723.38263,24.03700996,1119015.936,-300707.6434,1.472338263,1.201850498,11.19015936,-3.007076434,10000,20,100000,100000
TIE 10 TIE 21,1,14656.89868,24.21172352,1131252.797,-278144.3012,1.465689868,1.210586176,11.31252797,-2.781443012,10000,20,100000,100000
TIE 10 TIE 21,1,14536.52689,24.26442041,1144338.264,-278229.3991,1.453652689,1.213221021,11.44338264,-2.782293991,10000,20,100000,100000
TIE 10 TIE 21,1,14502.40978,24.04478291,1130850.672,-291987.0597,1.450240978,1.202239145,11.30850672,-2.919870597,10000,20,100000,100000
TIE 10 TIE 21,1,14524.00144,23.56210594,1099510.492,-284534.574,1.452400144,1.178105297,10.99510492,-2.84534574,10000,20,100000,100000
TIE 10 TIE 21,1,14465.5937,24.17758684,1139865.938,-275900.1551,1.44655937,1.208879342,11.39865938,-2.759001551,10000,20,100000,100000
TIE 10 TIE 21,1,14599.99458,23.82278154,1108669.295,-292648.5913,1.459999458,1.191139077,11.08669295,-2.926485913,10000,20,100000,100000
TIE 10 TIE 21,1,14384.62363,23.99157893,1141297.582,-248059.8512,1.438462363,1.199578946,11.41297582,-2.480598512,10000,20,100000,100000
TIE 10 TIE 21,1,14519.70309,23.59896663,1102381.357,-283078.8115,1.451970309,1.179948331,11.02381357,-2.830788115,10000,20,100000,100000
TIE 10 TIE 21,1,14472.23133,24.47579741,1142256.638,-273958.7982,1.447223133,1.22378987,11.42256638,-2.739587982,10000,20,100000,100000
TIE 10 TIE 21,1,14502.6071,24.00862746,1122817.138,-274968.4384,1.45026071,1.200431373,11.22817138,-2.749684384,10000,20,100000,100000
TIE 10 TIE 21,1,14470.62313,24.27614124,1134823.013,-256068.5047,1.447062313,1.213807062,11.34823013,-2.560685047,10000,20,100000,100000
TIE 10 TIE 21,1,14513.14601,23.64883587,1098509.822,-271069.754,1.451314601,1.182441794,10.98509822,-2.71069754,10000,20,100000,100000
TIE 10 TIE 21,1,14702.08521,23.38153706,1066164.437,-313696.29,1.470208521,1.169076853,10.66164437,-3.1369629,10000,20,100000,100000
TIE 10 TIE 21,1,14613.33925,25.77889465,1167462.474,-398039.2931,1.461333925,1.288944732,11.67462474,-3.980392931,10000,20,100000,100000
TIE 10 TIE 21,1,14438.49882,25.75109045,1203945.275,-246963.0458,1.443849882,1.287554523,12.03945275,-2.469630458,10000,20,100000,100000
TIE 10 TIE 21,1,14377.43813,25.4420738,1193446.647,-221305.036,1.437743813,1.27210369,11.93446647,-2.21305036,10000,20,100000,100000
TIE 10 TIE 21,1,14465.44058,25.67300135,1193157.678,-246608.9297,1.446544058,1.283650067,11.93157678,-2.466089297,10000,20,100000,100000
TIE 10 TIE 21,1,14620.68583,24.73229084,1133228.821,-290753.1949,1.462068583,1.236614542,11.33228821,-2.907531949,10000,20,100000,100000
TIE 10 TIE 21,1,14382.34108,25.47742632,1192627.705,-215810.066,1.438234108,1.273871316,11.92627705,-2.15810066,10000,20,100000,100000
TIE 10 TIE 21,1,14429.1547,25.27213153,1185853.112,-212487.3362,1.44291547,1.263606577,11.85853112,-2.124873362,10000,20,100000,100000
TIE 10 TIE 21,1,14480.27467,25.56913496,1191353.497,-251009.4585,1.448027467,1.278456748,11.91353497,-2.510094585,10000,20,100000,100000
TIE 10 TIE 21,1,14524.29532,25.27905217,1176845.886,-239314.641,1.452429532,1.263952609,11.76845886,-2.39314641,10000,20,100000,100000
TIE 10 TIE 21,1,14461.92956,25.54068997,1190365.888,-227533.6555,1.446192956,1.277034498,11.90365888,-2.275336555,10000,20,100000,100000
TIE 10 TIE 21,1,14493.3446,25.29589812,1178871.77,-234676.1024,1.44933446,1.264794906,11.7887177,-2.346761024,10000,20,100000,100000
TIE 10 TIE 21,1,14367.4603,24.88921933,1170161.278,-235775.7452,1.43674603,1.244460967,11.70161278,-2.357757452,10000,20,100000,100000
TIE 10 TIE 21,1,14553.74403,24.63663961,1135919.11,-281058.9584,1.455374403,1.23183198,11.3591911,-2.810589584,10000,20,100000,100000
TIE 10 TIE 21,1,14685.83226,24.35266777,1115362.965,-301087.6365,1.468583226,1.217633388,11.15362965,-3.010876365,10000,20,100000,100000
TIE 10 TIE 21,1,14564.53569,24.8505309,1149893.511,-286432.2492,1.456453569,1.242526545,11.49893511,-2.864322492,10000,20,100000,100000
TIE 10 TIE 21,1,14501.96946,25.19015637,1172252.243,-272007.4908,1.450196946,1.259507818,11.72252243,-2.720074908,10000,20,100000,100000
TIE 10 TIE 21,1,14701.21317,24.28633089,1106512.385,-341752.5426,1.470121317,1.214316544,11.06512385,-3.417525426,10000,20,100000,100000
TIE 10 TIE 21,1,14665.17451,24.86766593,1134732.345,-323148.8407,1.466517451,1.243383296,11.34732345,-3.231488407,10000,20,100000,100000
TIE 10 TIE 21,1,14535.76007,24.5796831,1136419.161,-282221.6243,1.453576007,1.228984155,11.36419161,-2.822216243,10000,20,100000,100000
TIE 10 TIE 21,1,14629.5423,24.28775371,1110894.101,-340582.1408,1.46295423,1.214387686,11.10894101,-3.405821408,10000,20,100000,100000
TIE 10 TIE 21,1,14631.72426,24.72572915,1127205.985,-335909.5818,1.463172426,1.236286457,11.27205985,-3.359095818,10000,20,100000,100000
TIE 10 TIE 21,1,14694.33057,24.99901039,1142853.67,-305910.1365,1.469433057,1.249950519,11.4285367,-3.059101365,10000,20,100000,100000
TIE 10 TIE 21,1,14566.03254,24.93668819,1152547.345,-270677.9126,1.456603254,1.24683441,11.52547345,-2.706779126,10000,20,100000,100000
TIE 10 TIE 21,1,14555.67221,24.46620958,1134542.673,-265357.5597,1.455567221,1.223310479,11.34542673,-2.653575597,10000,20,100000,100000
TIE 10 TIE 21,1,14594.60845,24.80772656,1140018.72,-259918.7926,1.459460845,1.240386328,11.4001872,-2.599187926,10000,20,100000,100000
TIE 10 TIE 21,1,14669.79174,24.93710234,1140796.131,-303037.9497,1.466979174,1.246855117,11.40796131,-3.030379497,10000,20,100000,100000
TIE 10 TIE 21,1,14653.97289,25.22983547,1146705.684,-335418.1219,1.465397289,1.261491774,11.46705684,-3.354181219,10000,20,100000,100000
TIE 10 TIE 21,1,14561.36474,24.84311915,1146573.756,-273248.476,1.456136474,1.242155957,11.46573756,-2.73248476,10000,20,100000,100000
TIE 10 TIE 21,1,14655.55877,25.10274905,1147650.711,-294386.7179,1.465555877,1.255137452,11.47650711,-2.943867179,10000,20,100000,100000
TIE 10 TIE 21,1,14582.52056,25.41532408,1168445.141,-274560.8795,1.458252056,1.270766204,11.68445141,-2.745608795,10000,20,100000,100000
TIE 10 TIE 21,1,14642.00533,25.06707247,1146978.116,-245738.948,1.464200533,1.253353623,11.46978116,-2.45738948,10000,20,100000,100000
TIE 10 TIE 21,1,14514.09988,25.06958524,1157351.084,-252266.9655,1.451409988,1.253479262,11.57351084,-2.522669655,10000,20,100000,100000
TIE 10 TIE 21,1,14549.95176,25.083028,1161969.275,-242572.855,1.454995176,1.2541514,11.61969275,-2.42572855,10000,20,100000,100000
TIE 10 TIE 21,1,14607.03585,24.82077383,1140367.071,-285503.4515,1.460703585,1.241038691,11.40367071,-2.855034515,10000,20,100000,100000
TIE 10 TIE 21,1,14639.98316,25.00574415,1144406.923,-300244.2262,1.463998316,1.250287207,11.44406923,-3.002442262,10000,20,100000,100000
TIE 10 TIE 21,1,14608.88945,24.73092882,1137513.944,-290750.3954,1.460888945,1.236546441,11.37513944,-2.907503954,10000,20,100000,100000
TIE 10 TIE 21,1,14648.92435,24.97253393,1139700.208,-275494.6754,1.464892435,1.248626697,11.39700208,-2.754946754,10000,20,100000,100000
TIE 10 TIE 21,1,14646.45318,24.77931784,1131694.245,-277602.6608,1.464645318,1.238965892,11.31694245,-2.776026608,10000,20,100000,100000
TIE 10 TIE 21,1,14586.30471,25.00261676,1153242.95,-243306.0577,1.458630471,1.250130838,11.5324295,-2.433060577,10000,20,100000,100000
TIE 10 TIE 21,1,14686.59209,24.94894472,1140505.68,-276458.265,1.468659209,1.247447236,11.4050568,-2.76458265,10000,20,100000,100000
TIE 10 TIE 21,1,14566.99553,24.71055325,1143203.573,-251044.0672,1.456699553,1.235527663,11.43203573,-2.510440672,10000,20,100000,100000
TIE 10 TIE 21,1,14577.28805,24.97533107,1152896.136,-264262.563,1.457728805,1.248766554,11.52896136,-2.64262563,10000,20,100000,100000
TIE 10 TIE 21,1,14489.41262,24.93717129,1155851.601,-228592.9674,1.448941262,1.246858565,11.55851601,-2.285929674,10000,20,100000,100000
TIE 10 TIE 21,1,14639.1858,24.93465347,1145549.036,-271731.574,1.46391858,1.246732674,11.45549036,-2.71731574,10000,20,100000,100000
TIE 10 TIE 21,1,14760.34903,24.42029603,1105307.96,-322978.6837,1.476034903,1.221014802,11.0530796,-3.229786837,10000,20,100000,100000
TIE 10 TIE 21,1,14657.65363,24.40157813,1115487.59,-309404.4034,1.465765363,1.220078906,11.1548759,-3.094044034,10000,20,100000,100000
TIE 10 TIE 21,1,14660.91603,24.32885568,1113789.284,-295874.718,1.466091603,1.216442784,11.13789284,-2.95874718,10000,20,100000,100000
TIE 10 TIE 21,2,14660.21542,15.4982755,489162.7883,-483291.1336,1.466021542,0.774913775,4.891627883,-4.832911336,10000,20,100000,100000
TIE 10 TIE 21,2,14584.0844,15.51242373,495337.5903,-480535.5138,1.45840844,0.775621186,4.953375903,-4.805355138,10000,20,100000,100000
TIE 10 TIE 21,2,14759.87791,15.81933037,477210.9841,-518920.3013,1.475987791,0.790966518,4.772109841,-5.189203013,10000,20,100000,100000
TIE 10 TIE 21,2,14620.86967,15.37384792,485290.7944,-483657.5404,1.462086967,0.768692396,4.852907944,-4.836575404,10000,20,100000,100000
TIE 10 TIE 21,2,14666.46109,15.69729782,494047.7578,-490982.6928,1.466646109,0.784864891,4.940477578,-4.909826928,10000,20,100000,100000
TIE 10 TIE 21,2,14660.41835,15.75110331,498674.5013,-489928.6134,1.466041835,0.787555165,4.986745013,-4.899286134,10000,20,100000,100000
TIE 10 TIE 21,2,14681.19481,15.4134844,472527.0052,-497217.7779,1.468119481,0.77067422,4.725270052,-4.972177779,10000,20,100000,100000
TIE 10 TIE 21,2,14624.82066,15.46793482,496157.3902,-472212.784,1.462482066,0.773396741,4.961573902,-4.72212784,10000,20,100000,100000
TIE 10 TIE 21,2,14626.1033,15.26201238,490694.3424,-469093.086,1.46261033,0.763100619,4.906943424,-4.69093086,10000,20,100000,100000
TIE 10 TIE 21,2,14498.57877,15.44441621,515151.7645,-452302.0796,1.449857877,0.77222081,5.151517645,-4.523020796,10000,20,100000,100000
TIE 10 TIE 21,2,14556.247,15.34778628,501953.2771,-460072.0417,1.4556247,0.767389314,5.019532771,-4.600720417,10000,20,100000,100000
TIE 10 TIE 21,2,14640.29559,15.31365009,481853.8232,-480280.7633,1.464029559,0.765682505,4.818538232,-4.802807633,10000,20,100000,100000
TIE 10 TIE 21,2,14671.24472,15.44718834,486972.2121,-484005.8825,1.467124472,0.772359417,4.869722121,-4.840058825,10000,20,100000,100000
TIE 10 TIE 21,2,14672.70204,15.24363179,482846.8487,-475104.4988,1.467270204,0.76218159,4.828468487,-4.751044988,10000,20,100000,100000
TIE 10 TIE 21,2,14603.11275,15.46067591,499332.7252,-471471.0938,1.460311275,0.773033796,4.993327252,-4.714710938,10000,20,100000,100000
TIE 10 TIE 21,2,14625.85539,15.45342172,498068.0012,-469587.4804,1.462585539,0.772671086,4.980680012,-4.695874804,10000,20,100000,100000
TIE 10 TIE 21,2,14653.36528,15.66943403,486059.3987,-498958.6059,1.465336528,0.783471702,4.860593987,-4.989586059,10000,20,100000,100000
TIE 10 TIE 21,2,14599.13828,15.86359289,501755.8852,-495435.9509,1.459913828,0.793179645,5.017558852,-4.954359509,10000,20,100000,100000
TIE 10 TIE 21,2,14650.608,15.67542429,500992.3906,-483396.7194,1.4650608,0.783771215,5.009923906,-4.833967194,10000,20,100000,100000
TIE 10 TIE 21,2,14963.7008,12.86076673,327920.3468,-475313.0998,1.49637008,0.643038336,3.279203468,-4.753130998,10000,20,100000,100000
TIE 10 TIE 21,2,14990.92767,12.97865969,315728.3281,-489533.6698,1.499092767,0.648932985,3.157283281,-4.895336698,10000,20,100000,100000
TIE 10 TIE 21,2,14948.92465,13.00731745,320746.8512,-487061.1012,1.494892465,0.650365872,3.207468512,-4.870611012,10000,20,100000,100000
TIE 10 TIE 21,2,14945.37387,12.86734206,327992.5061,-474892.7574,1.494537387,0.643367103,3.279925061,-4.748927574,10000,20,100000,100000
TIE 10 TIE 21,2,15027.40042,12.86217024,307349.2724,-490576.8579,1.502740042,0.643108512,3.073492724,-4.905768579,10000,20,100000,100000
TIE 10 TIE 21,2,14926.45408,12.72736227,316841.1774,-476530.1013,1.492645408,0.636368113,3.168411774,-4.765301013,10000,20,100000,100000
TIE 10 TIE 21,2,14965.62588,12.71973122,324999.7416,-469831.3363,1.496562588,0.635986561,3.249997416,-4.698313363,10000,20,100000,100000
TIE 10 TIE 21,2,14905.61402,12.59110952,330895.6475,-459524.8572,1.490561402,0.629555476,3.308956475,-4.595248572,10000,20,100000,100000
TIE 10 TIE 21,2,14841.12572,12.53647016,340543.4002,-448288.8584,1.484112572,0.626823508,3.405434002,-4.482888584,10000,20,100000,100000
TIE 10 TIE 21,2,14951.02332,12.65626448,323621.6388,-467012.0509,1.495102332,0.632813224,3.236216388,-4.670120509,10000,20,100000,100000
TIE 10 TIE 21,2,14916.68327,12.50842049,333460.286,-451385.8113,1.491668327,0.625421025,3.33460286,-4.513858113,10000,20,100000,100000
TIE 10 TIE 21,2,14962.02573,12.62152913,319524.1486,-467622.9068,1.496202573,0.631076457,3.195241486,-4.676229068,10000,20,100000,100000
TIE 10 TIE 21,2,14839.09904,12.61959665,340962.1958,-450802.9381,1.483909904,0.630979833,3.409621958,-4.508029381,10000,20,100000,100000
TIE 10 TIE 21,2,14958.30001,12.78531878,321778.2572,-475782.7794,1.495830001,0.639265939,3.217782572,-4.757827794,10000,20,100000,100000
TIE 10 TIE 21,2,14935.69405,12.60309367,329654.9007,-460330.1288,1.493569405,0.630154684,3.296549007,-4.603301288,10000,20,100000,100000
TIE 10 TIE 21,2,14992.14449,12.85361013,319996.2437,-480338.2509,1.499214449,0.642680506,3.199962437,-4.803382509,10000,20,100000,100000
TIE 10 TIE 21,2,14978.43815,12.79605585,316133.7839,-483158.9499,1.497843815,0.639802793,3.161337839,-4.831589499,10000,20,100000,100000
TIE 10 TIE 21,2,15017.82849,12.92806596,305659.5076,-496081.813,1.501782849,0.646403298,3.056595076,-4.96081813,10000,20,100000,100000
TIE 10 TIE 21,2,14966.09471,12.87571273,321226.0082,-480523.5931,1.496609471,0.643785636,3.212260082,-4.805235931,10000,20,100000,100000
TIE 10 TIE 21,2,15029.97173,13.0180326,314894.0469,-494761.0778,1.502997173,0.65090163,3.148940469,-4.947610778,10000,20,100000,100000
TIE 10 TIE 21,2,14948.96278,12.71290865,319245.9835,-473910.2588,1.494896278,0.635645432,3.192459835,-4.739102588,10000,20,100000,100000
TIE 10 TIE 21,2,14908.79682,12.57174869,326812.9207,-457734.9777,1.490879682,0.628587435,3.268129207,-4.577349777,10000,20,100000,100000
TIE 10 TIE 21,2,14978.98645,12.650358,308159.9698,-476696.5787,1.497898645,0.6325179,3.081599698,-4.766965787,10000,20,100000,100000
TIE 10 TIE 21,2,14957.17022,12.97797755,315774.3401,-490430.2945,1.495717022,0.648898878,3.157743401,-4.904302945,10000,20,100000,100000
TIE 10 TIE 21,2,14945.33632,12.65504794,326760.7107,-464288.7272,1.494533632,0.632752397,3.267607107,-4.642887272,10000,20,100000,100000
TIE 10 TIE 21,2,14945.09616,12.48910021,322748.7204,-457351.7663,1.494509616,0.624455011,3.227487204,-4.573517663,10000,20,100000,100000
TIE 10 TIE 21,2,14907.55694,12.60127652,328885.6194,-459593.4151,1.490755694,0.630063826,3.288856194,-4.595934151,10000,20,100000,100000
TIE 10 TIE 21,2,14889.4842,12.33063681,327373.0984,-444268.1211,1.48894842,0.61653184,3.273730984,-4.442681211,10000,20,100000,100000
TIE 10 TIE 21,2,14908.32603,12.38405239,323545.9768,-450524.2321,1.490832603,0.619202619,3.235459768,-4.505242321,10000,20,100000,100000
TIE 10 TIE 21,2,14872.28106,12.45928584,347203.6486,-439353.2992,1.487228106,0.622964292,3.472036486,-4.393532992,10000,20,100000,100000
TIE 10 TIE 21,2,14968.52863,12.63226715,319196.6952,-468687.9854,1.496852863,0.631613358,3.191966952,-4.686879854,10000,20,100000,100000
TIE 10 TIE 21,2,14862.28928,12.51536673,343273.7663,-441982.1289,1.486228928,0.625768337,3.432737663,-4.419821289,10000,20,100000,100000
TIE 10 TIE 21,2,14862.78793,12.46003026,328316.6469,-454296.8054,1.486278793,0.623001513,3.283166469,-4.542968054,10000,20,100000,100000
TIE 10 TIE 21,2,14974.00071,12.86350149,317050.2772,-482863.9662,1.497400071,0.643175074,3.170502772,-4.828639662,10000,20,100000,100000
TIE 10 TIE 21,2,14970.15649,12.88789956,315023.1998,-486553.7049,1.497015649,0.644394978,3.150231998,-4.865537049,10000,20,100000,100000
TIE 10 TIE 21,2,14972.64657,12.85040395,327026.0806,-476501.2942,1.497264657,0.642520198,3.270260806,-4.765012942,10000,20,100000,100000
TIE 10 TIE 21,2,14748.76881,15.99228416,483309.9879,-523497.1976,1.474876881,0.799614208,4.833099879,-5.234971976,10000,20,100000,100000
TIE 10 TIE 21,2,14721.56464,15.81975256,481550.6608,-513136.9496,1.472156464,0.790987628,4.815506608,-5.131369496,10000,20,100000,100000
TIE 10 TIE 21,2,14722.51651,15.83065779,482735.4961,-513755.4324,1.472251651,0.79153289,4.827354961,-5.137554324,10000,20,100000,100000
TIE 10 TIE 21,2,14677.2777,15.85141624,494251.5666,-503692.3045,1.46772777,0.792570812,4.942515666,-5.036923045,10000,20,100000,100000
TIE 10 TIE 21,2,14734.24666,15.67193177,477599.7601,-508476.1997,1.473424666,0.783596589,4.775997601,-5.084761997,10000,20,100000,100000
TIE 10 TIE 21,2,14628.67397,15.61592341,498511.364,-480789.4535,1.462867397,0.78079617,4.98511364,-4.807894535,10000,20,100000,100000
TIE 10 TIE 21,2,14701.90888,15.79338353,488932.7171,-505207.4901,1.470190888,0.789669176,4.889327171,-5.052074901,10000,20,100000,100000
TIE 10 TIE 21,2,14768.8148,15.9025619,470778.5393,-529045.881,1.47688148,0.795128095,4.707785393,-5.29045881,10000,20,100000,100000
TIE 10 TIE 21,2,14789.77146,16.05406734,476199.8141,-535744.5438,1.478977146,0.802703367,4.761998141,-5.357445438,10000,20,100000,100000
TIE 10 TIE 21,2,14748.12189,15.82411347,480843.5955,-516194.0317,1.474812189,0.791205674,4.808435955,-5.161940317,10000,20,100000,100000
TIE 10 TIE 21,2,14812.65557,16.00875449,468548.1957,-541723.8749,1.481265557,0.800437725,4.685481957,-5.417238749,10000,20,100000,100000
TIE 10 TIE 21,2,14700.23887,15.73086458,486165.2445,-502886.1331,1.470023887,0.786543229,4.861652445,-5.028861331,10000,20,100000,100000
TIE 10 TIE 21,2,14666.00776,15.70465612,491734.5421,-495038.5076,1.466600776,0.785232806,4.917345421,-4.950385076,10000,20,100000,100000
TIE 10 TIE 21,2,14742.55033,15.97658282,486908.3835,-519380.361,1.474255033,0.798829141,4.869083835,-5.19380361,10000,20,100000,100000
TIE 10 TIE 21,2,14728.88611,15.7369618,480170.3466,-511493.435,1.472888611,0.78684809,4.801703466,-5.11493435,10000,20,100000,100000
TIE 10 TIE 21,2,14898.69469,16.06732275,440962.641,-570735.8919,1.489869469,0.803366138,4.40962641,-5.707358919,10000,20,100000,100000
TIE 10 TIE 21,2,14875.82175,15.99395752,438717.8084,-568596.2878,1.487582175,0.799697876,4.387178084,-5.685962878,10000,20,100000,100000
TIE 10 TIE 21,2,14935.32046,16.03555725,437972.8088,-572149.3674,1.493532046,0.801777862,4.379728088,-5.721493674,10000,20,100000,100000
TIE 10 TIE 21,2,14976.29321,16.17428719,450410.8077,-573356.3814,1.497629321,0.808714359,4.504108077,-5.733563814,10000,20,100000,100000
TIE 10 TIE 21,2,15034.3313,16.39223204,439530.8903,-596482.8811,1.50343313,0.819611602,4.395308903,-5.964828811,10000,20,100000,100000
TIE 10 TIE 21,2,15059.05353,16.33765066,428619.1893,-601450.3745,1.505905353,0.816882533,4.286191893,-6.014503745,10000,20,100000,100000
TIE 10 TIE 21,2,15087.70009,16.52161592,428032.7379,-612606.6148,1.508770009,0.826080796,4.280327379,-6.126066148,10000,20,100000,100000
TIE 10 TIE 21,2,14990.20429,16.05850019,432018.6949,-579158.8905,1.499020429,0.802925009,4.320186949,-5.791588905,10000,20,100000,100000
TIE 10 TIE 21,2,14957.82384,16.07794596,451033.1229,-564604.0853,1.495782384,0.803897298,4.510331229,-5.646040853,10000,20,100000,100000
