CB Status,R,V,I,P,Q,VPU,IPU,PPU,QPU,Voltage PU,Current PU,Power PU,Reactive PU
TIE 10 TIE 21,2,14970.23291,15.835512,431588.5197,-567103.8188,1.497023291,0.7917756,4.315885197,-5.671038188,10000,20,100000,100000
TIE 10 TIE 21,2,14988.0383,16.12117762,433792.3727,-583974.9557,1.49880383,0.806058881,4.337923727,-5.839749557,10000,20,100000,100000
TIE 10 TIE 21,2,14944.81533,16.06778866,447210.8887,-567278.9536,1.494481533,0.803389433,4.472108887,-5.672789536,10000,20,100000,100000
TIE 10 TIE 21,2,14858.19224,15.72365993,445882.3469,-544921.9135,1.485819224,0.786182996,4.458823469,-5.449219135,10000,20,100000,100000
TIE 10 TIE 21,2,14925.1455,16.04864016,452408.3025,-564194.1405,1.49251455,0.802432008,4.524083025,-5.641941405,10000,20,100000,100000
TIE 10 TIE 21,2,15065.51923,16.07677937,430091.9228,-588518.6871,1.506551923,0.803838969,4.300919228,-5.885186871,10000,20,100000,100000
TIE 10 TIE 21,2,15038.84123,16.13019582,428780.2506,-589282.6405,1.503884123,0.806509791,4.287802506,-5.892826405,10000,20,100000,100000
TIE 10 TIE 21,2,14952.7017,16.12299262,422105.4828,-588180.0139,1.49527017,0.806149631,4.221054828,-5.881800139,10000,20,100000,100000
TIE 10 TIE 21,2,14937.15486,15.74991876,425482.3031,-564047.0207,1.493715486,0.787495938,4.254823031,-5.640470207,10000,20,100000,100000
TIE 10 TIE 21,2,14820.71786,15.84774675,451598.4633,-552672.1946,1.482071786,0.792387337,4.515984633,-5.526721946,10000,20,100000,100000
TIE 10 TIE 21,2,15006.24379,16.01343883,436104.7166,-579340.3815,1.500624379,0.800671941,4.361047166,-5.793403815,10000,20,100000,100000
TIE 10 TIE 21,2,14978.8637,16.15420864,438420.0075,-587288.9485,1.49788637,0.807710432,4.384200075,-5.872889485,10000,20,100000,100000
TIE 10 TIE 21,2,14995.85807,16.09488303,437376.9668,-580734.2718,1.499585807,0.804744152,4.373769668,-5.807342718,10000,20,100000,100000
TIE 10 TIE 21,2,14872.25006,15.97403083,440983.6167,-565724.5791,1.487225006,0.798701542,4.409836167,-5.657245791,10000,20,100000,100000
TIE 10 TIE 21,2,14783.6616,15.87130672,446702.1205,-557306.9314,1.47836616,0.793565336,4.467021205,-5.573069314,10000,20,100000,100000
TIE 10 TIE 21,2,14951.70108,16.13230411,443812.119,-579443.9364,1.495170108,0.806615206,4.43812119,-5.794439364,10000,20,100000,100000
TIE 10 TIE 21,2,14931.60329,16.19623766,442060.2655,-581337.2015,1.493160329,0.809811883,4.420602655,-5.813372015,10000,20,100000,100000
TIE 10 TIE 21,2,14899.96069,15.92769605,449152.5227,-555774.5043,1.489996069,0.796384803,4.491525227,-5.557745043,10000,20,100000,100000
TIE 10 TIE 21,2,14804.93523,15.76176565,460611.198,-533587.5654,1.480493523,0.788088283,4.60611198,-5.335875654,10000,20,100000,100000
TIE 10 TIE 21,2,14775.67194,15.8106829,457927.7034,-542207.269,1.477567194,0.790534145,4.579277034,-5.42207269,10000,20,100000,100000
TIE 10 TIE 21,2,14882.01205,16.22399712,444616.8872,-581383.6466,1.488201205,0.811199856,4.446168872,-5.813836466,10000,20,100000,100000
TIE 10 TIE 21,2,14863.20114,15.92162928,450600.6391,-560438.4583,1.486320114,0.796081464,4.506006391,-5.604384583,10000,20,100000,100000
TIE 10 TIE 21,2,14778.09643,16.50788378,489072.3991,-555713.3558,1.477809643,0.825394189,4.890723991,-5.557133558,10000,20,100000,100000
TIE 10 TIE 21,2,14772.78319,15.82751767,459234.1782,-535336.8424,1.477278319,0.791375884,4.592341782,-5.353368424,10000,20,100000,100000
TIE 10 TIE 21,2,14988.87487,16.17015832,429301.0995,-587206.1665,1.498887487,0.808507916,4.293010995,-5.872061665,10000,20,100000,100000
TIE 10 TIE 21,2,14825.27843,16.09739174,469442.3698,-551440.4141,1.482527843,0.804869587,4.694423698,-5.514404141,10000,20,100000,100000
TIE 10 TIE 21,2,14846.97031,16.24745718,457140.1142,-573816.1348,1.484697031,0.812372859,4.571401142,-5.738161348,10000,20,100000,100000
TIE 10 TIE 21,2,14637.53532,16.27818789,487293.1333,-545774.308,1.463753532,0.813909395,4.872931333,-5.45774308,10000,20,100000,100000
TIE 10 TIE 21,2,14762.76411,16.6962789,486605.3735,-567788.5244,1.476276411,0.834813945,4.866053735,-5.677885244,10000,20,100000,100000
TIE 10 TIE 21,2,14794.65161,16.44903723,467300.6702,-571210.3557,1.479465161,0.822451861,4.673006702,-5.712103557,10000,20,100000,100000
TIE 10 TIE 21,2,14776.23292,16.59667472,481192.2268,-565063.9462,1.477623292,0.829833736,4.811922268,-5.650639462,10000,20,100000,100000
TIE 10 TIE 21,2,14544.9736,16.2152252,492153.5766,-521149.7287,1.45449736,0.81076126,4.921535766,-5.211497287,10000,20,100000,100000
TIE 10 TIE 21,2,14760.53919,16.46120438,475488.1764,-558114.1951,1.476053919,0.823060219,4.754881764,-5.581141951,10000,20,100000,100000
TIE 10 TIE 21,2,14593.03185,16.26836028,509196.2366,-523128.3101,1.459303185,0.813418014,5.091962366,-5.231283101,10000,20,100000,100000
TIE 10 TIE 21,2,14665.90355,16.36542075,504408.5323,-530862.6275,1.466590355,0.818271038,5.044085323,-5.308626275,10000,20,100000,100000
TIE 10 TIE 21,2,14696.18677,16.30109099,491939.9465,-535216.3307,1.469618677,0.815054549,4.919399465,-5.352163307,10000,20,100000,100000
TIE 10 TIE 21,2,14679.77662,16.5930407,503763.3914,-549045.9192,1.467977662,0.829652035,5.037633914,-5.490459192,10000,20,100000,100000
TIE 10 TIE 21,2,14663.98215,16.40080133,485910.6953,-549084.124,1.466398215,0.820040067,4.859106953,-5.49084124,10000,20,100000,100000
TIE 10 TIE 21,2,14747.40032,16.5338863,479908.7487,-562227.1115,1.474740032,0.826694315,4.799087487,-5.622271115,10000,20,100000,100000
TIE 10 TIE 21,2,14754.68072,16.46581113,470920.5785,-568030.9386,1.475468072,0.823290556,4.709205785,-5.680309386,10000,20,100000,100000
TIE 10 TIE 21,2,14706.04547,15.98249946,458535.6867,-546872.548,1.470604547,0.799124973,4.585356867,-5.46872548,10000,20,100000,100000
TIE 10 TIE 21,2,14686.99792,16.32910213,493877.6723,-544020.3606,1.468699792,0.816455106,4.938776723,-5.440203606,10000,20,100000,100000
TIE 10 TIE 21,2,14948.96914,11.86373993,267855.006,-464355.8802,1.494896914,0.593186996,2.67855006,-4.643558802,10000,20,100000,100000
TIE 10 TIE 21,2,15046.10358,12.33065956,234506.8355,-506688.9009,1.504610358,0.616532978,2.345068355,-5.066889009,10000,20,100000,100000
TIE 10 TIE 21,2,15074.03927,12.35224531,232017.3643,-508387.2459,1.507403927,0.617612265,2.320173643,-5.083872459,10000,20,100000,100000
TIE 10 TIE 21,2,14956.22678,12.08712377,252069.7904,-484185.2212,1.495622678,0.604356189,2.520697904,-4.841852212,10000,20,100000,100000
TIE 10 TIE 21,2,15070.06422,12.33690067,245962.2545,-501376.8747,1.507006422,0.616845033,2.459622545,-5.013768747,10000,20,100000,100000
TIE 10 TIE 21,2,14904.89929,11.6684988,272259.8673,-448673.4444,1.490489929,0.58342494,2.722598673,-4.486734444,10000,20,100000,100000
TIE 10 TIE 21,2,14861.57298,12.07936454,295243.0308,-460725.1373,1.486157298,0.603968227,2.952430308,-4.607251373,10000,20,100000,100000
TIE 10 TIE 21,2,14997.14543,12.15054942,253651.0108,-489239.2193,1.499714543,0.607527471,2.536510108,-4.892392193,10000,20,100000,100000
TIE 10 TIE 21,2,15008.05722,12.16470288,267418.0824,-481722.8855,1.500805722,0.608235144,2.674180824,-4.817228855,10000,20,100000,100000
TIE 10 TIE 21,2,14981.03487,11.93143452,281244.6385,-459095.2234,1.498103487,0.596571726,2.812446385,-4.590952234,10000,20,100000,100000
TIE 10 TIE 21,2,14810.52992,11.77177684,291173.9593,-447622.1338,1.481052992,0.588588842,2.911739593,-4.476221338,10000,20,100000,100000
TIE 10 TIE 21,2,14732.46742,11.55860098,291206.2968,-432141.4821,1.473246742,0.577930049,2.912062968,-4.321414821,10000,20,100000,100000
TIE 10 TIE 21,2,14893.93193,11.6223611,280968.7505,-443417.6662,1.489393193,0.581118055,2.809687505,-4.434176662,10000,20,100000,100000
TIE 10 TIE 21,2,15004.63422,12.09920759,283596.0226,-469426.9603,1.500463422,0.60496038,2.835960226,-4.694269603,10000,20,100000,100000
TIE 10 TIE 21,2,14792.19312,11.87959468,299570.613,-447018.8526,1.479219312,0.593979734,2.99570613,-4.470188526,10000,20,100000,100000
TIE 10 TIE 21,2,14863.47467,11.63429088,290470.3683,-438741.4963,1.486347467,0.581714544,2.904703683,-4.387414963,10000,20,100000,100000
TIE 10 TIE 21,2,14852.97958,11.7652242,266913.0162,-457095.1347,1.485297958,0.58826121,2.669130162,-4.570951347,10000,20,100000,100000
TIE 10 TIE 21,2,14625.76375,11.69007921,319967.9389,-416386.7518,1.462576375,0.58450396,3.199679389,-4.163867518,10000,20,100000,100000
TIE 10 TIE 21,2,14698.68083,11.58951302,309053.0435,-421374.3593,1.469868083,0.579475651,3.090530435,-4.213743593,10000,20,100000,100000
TIE 10 TIE 21,2,14869.901,11.90037222,302106.156,-446642.1881,1.4869901,0.595018611,3.02106156,-4.466421881,10000,20,100000,100000
TIE 10 TIE 21,2,14829.9835,11.99053553,299897.9535,-451662.2096,1.48299835,0.599526777,2.998979535,-4.516622096,10000,20,100000,100000
TIE 10 TIE 21,2,14580.51984,11.18982549,306313.2337,-398157.6526,1.458051984,0.559491274,3.063132337,-3.981576526,10000,20,100000,100000
TIE 10 TIE 21,2,14673.62673,11.60131676,306873.9016,-424562.2507,1.467362673,0.580065838,3.068739016,-4.245622507,10000,20,100000,100000
TIE 10 TIE 21,2,14753.27972,11.43466965,297560.4317,-423196.3221,1.475327972,0.571733483,2.975604317,-4.231963221,10000,20,100000,100000
TIE 10 TIE 21,2,14838.39064,11.66710817,289684.3522,-441694.4105,1.483839064,0.583355408,2.896843522,-4.416944105,10000,20,100000,100000
TIE 10 TIE 21,2,14647.12634,11.58918979,298786.3803,-424532.1927,1.464712634,0.579459489,2.987863803,-4.245321927,10000,20,100000,100000
TIE 10 TIE 21,2,14687.35207,11.84631362,305061.0769,-436559.2363,1.468735207,0.592315681,3.050610769,-4.365592363,10000,20,100000,100000
TIE 10 TIE 21,2,14693.27621,11.55492605,299222.1521,-426008.5413,1.469327621,0.577746302,2.992221521,-4.260085413,10000,20,100000,100000
TIE 10 TIE 21,2,14870.26051,11.93918021,292069.7529,-453934.4433,1.487026051,0.59695901,2.920697529,-4.539344433,10000,20,100000,100000
TIE 10 TIE 21,2,14711.5225,11.83170844,316208.837,-430050.1843,1.47115225,0.591585422,3.16208837,-4.300501843,10000,20,100000,100000
TIE 10 TIE 21,2,14724.30612,11.5784094,298356.8799,-428837.5559,1.472430612,0.57892047,2.983568799,-4.288375559,10000,20,100000,100000
TIE 10 TIE 21,2,14704.70747,11.62277917,292865.2927,-433332.7027,1.470470747,0.581138959,2.928652927,-4.333327027,10000,20,100000,100000
TIE 10 TIE 21,2,14601.48887,11.6111458,308628.287,-424281.5953,1.460148887,0.58055729,3.08628287,-4.242815953,10000,20,100000,100000
TIE 10 TIE 21,2,14719.63856,11.58959511,302133.2558,-427442.5337,1.471963856,0.579479755,3.021332558,-4.274425337,10000,20,100000,100000
TIE 10 TIE 21,2,14669.29357,11.51452259,306885.4038,-419072.9679,1.466929357,0.57572613,3.068854038,-4.190729679,10000,20,100000,100000
TIE 10 TIE 21,2,14805.32707,11.46806193,284580.805,-431353.9366,1.480532707,0.573403096,2.84580805,-4.313539366,10000,20,100000,100000
TIE 10 TIE 21,2,14671.37039,11.45922532,303397.9107,-421736.5689,1.467137039,0.572961266,3.033979107,-4.217365689,10000,20,100000,100000
TIE 10 TIE 21,2,14520.1146,11.38845032,299293.6627,-411999.6481,1.45201146,0.569422516,2.992936627,-4.119996481,10000,20,100000,100000
TIE 10 TIE 21,2,14618.51833,11.43693383,292587.3909,-421951.2728,1.461851833,0.571846692,2.925873909,-4.219512728,10000,20,100000,100000
TIE 10 TIE 21,2,14750.15171,11.67509264,293153.2846,-437301.8138,1.475015171,0.583754632,2.931532846,-4.373018138,10000,20,100000,100000
TIE 10 TIE 21,2,14753.53995,11.73735625,309837.0242,-432464.997,1.475353995,0.586867813,3.098370242,-4.32464997,10000,20,100000,100000
TIE 10 TIE 21,2,14551.88115,11.33522734,323988.4378,-399618.3904,1.455188115,0.566761367,3.239884378,-3.996183904,10000,20,100000,100000
TIE 10 TIE 21,2,14455.67188,11.25418196,333299.9557,-384016.9049,1.445567188,0.562709098,3.332999557,-3.840169049,10000,20,100000,100000
TIE 10 TIE 21,2,14648.4042,11.50500932,317694.3448,-408105.6543,1.46484042,0.575250466,3.176943448,-4.081056543,10000,20,100000,100000
TIE 10 TIE 21,2,14669.95698,11.43774975,313618.4028,-410698.8536,1.466995698,0.571887488,3.136184028,-4.106988536,10000,20,100000,100000
TIE 10 TIE 21,2,14650.29957,11.72553814,321652.4449,-425144.8355,1.465029957,0.586276907,3.216524449,-4.251448355,10000,20,100000,100000
TIE 10 TIE 21,2,14584.29067,11.53848675,340947.1105,-395338.2723,1.458429067,0.576924338,3.409471105,-3.953382723,10000,20,100000,100000
TIE 10 TIE 21,2,14524.0483,11.66463456,327856.9338,-408122.3116,1.45240483,0.583231728,3.278569338,-4.081223116,10000,20,100000,100000
TIE 10 TIE 21,2,14544.63804,11.65017408,327089.9205,-409551.575,1.454463804,0.582508704,3.270899205,-4.09551575,10000,20,100000,100000
TIE 10 TIE 21,2,14607.59036,11.5913396,327997.0659,-412395.9396,1.460759036,0.57956698,3.279970659,-4.123959396,10000,20,100000,100000
TIE 10 TIE 21,2,14700.63779,11.74163301,301640.2327,-436162.442,1.470063779,0.587081651,3.016402327,-4.36162442,10000,20,100000,100000
TIE 10 TIE 21,2,14710.16678,11.78640879,286408.5554,-445138.8676,1.471016678,0.589320439,2.864085554,-4.451388676,10000,20,100000,100000
TIE 10 TIE 21,2,14556.75765,11.72657583,311691.6669,-423422.5398,1.455675765,0.586328791,3.116916669,-4.234225398,10000,20,100000,100000
TIE 10 TIE 21,2,14659.85872,11.73797773,312418.6205,-431640.7842,1.465985872,0.586898887,3.124186205,-4.316407842,10000,20,100000,100000
TIE 10 TIE 21,2,14773.12866,11.84773252,298357.7279,-446031.0743,1.477312866,0.592386626,2.983577279,-4.460310743,10000,20,100000,100000
TIE 10 TIE 21,2,14702.63742,11.79987695,298811.3556,-441060.432,1.470263742,0.589993848,2.988113556,-4.41060432,10000,20,100000,100000
TIE 10 TIE 21,2,14592.7471,10.79307901,297237.066,-385866.7918,1.45927471,0.539653951,2.97237066,-3.858667918,10000,20,100000,100000
TIE 10 TIE 21,2,14483.53929,11.60123238,314173.0081,-418088.7713,1.448353929,0.580061619,3.141730081,-4.180887713,10000,20,100000,100000
TIE 10 TIE 21,2,14685.55604,11.86099752,298949.2753,-447323.263,1.468555604,0.593049876,2.989492753,-4.47323263,10000,20,100000,100000
TIE 10 TIE 21,2,14760.6346,11.912195,305205.9356,-447749.8231,1.47606346,0.59560975,3.052059356,-4.477498231,10000,20,100000,100000
TIE 10 TIE 21,2,14635.93716,11.72279308,300276.889,-435098.4456,1.463593716,0.586139654,3.00276889,-4.350984456,10000,20,100000,100000
TIE 10 TIE 21,2,14599.83967,11.82611166,304504.8276,-436016.3708,1.459983967,0.591305583,3.045048276,-4.360163708,10000,20,100000,100000
TIE 10 TIE 21,2,14613.20592,11.68969363,313537.2014,-427906.2287,1.461320592,0.584484682,3.135372014,-4.279062287,10000,20,100000,100000
TIE 10 TIE 21,2,14652.53979,11.69268887,305821.9646,-434397.436,1.465253979,0.584634444,3.058219646,-4.34397436,10000,20,100000,100000
TIE 10 TIE 21,2,14647.74494,11.65894927,323215.2807,-419804.2012,1.464774494,0.582947464,3.232152807,-4.198042012,10000,20,100000,100000
TIE 10 TIE 21,2,14723.96945,11.55020769,298736.2242,-425470.1136,1.472396945,0.577510384,2.987362242,-4.254701136,10000,20,100000,100000
TIE 10 TIE 21,2,14524.52376,11.39846092,314235.2116,-407055.8394,1.452452376,0.569923046,3.142352116,-4.070558394,10000,20,100000,100000
TIE 10 TIE 21,2,14466.82645,11.45027819,330784.1408,-399136.9738,1.446682645,0.572513909,3.307841408,-3.991369738,10000,20,100000,100000
TIE 10 TIE 21,2,14666.69528,11.58352031,309640.2228,-423551.624,1.466669528,0.579176015,3.096402228,-4.23551624,10000,20,100000,100000
TIE 10 TIE 21,2,14661.74061,11.69060918,311135.8125,-426167.6792,1.466174061,0.584530459,3.111358125,-4.261676792,10000,20,100000,100000
TIE 10 TIE 21,2,14657.96968,11.71356405,309923.9961,-426907.3208,1.465796968,0.585678203,3.099239961,-4.269073208,10000,20,100000,100000
TIE 10 TIE 21,2,14733.4559,11.73054458,308989.0692,-432619.3763,1.47334559,0.586527229,3.089890692,-4.326193763,10000,20,100000,100000
TIE 10 TIE 21,2,14728.60504,11.17547335,286712.9491,-419725.8728,1.472860504,0.558773667,2.867129491,-4.197258728,10000,20,100000,100000
TIE 10 TIE 21,2,14522.68258,10.98291034,307922.5126,-391445.6525,1.452268258,0.549145517,3.079225126,-3.914456525,10000,20,100000,100000
TIE 10 TIE 21,2,14698.73665,11.0830292,280058.6158,-413089.5088,1.469873665,0.55415146,2.800586158,-4.130895088,10000,20,100000,100000
TIE 10 TIE 21,2,14697.13898,11.13199882,285061.1437,-411954.9724,1.469713898,0.556599941,2.850611437,-4.119549724,10000,20,100000,100000
TIE 10 TIE 21,2,14572.77766,11.03065146,306358.39,-393393.9957,1.457277766,0.551532573,3.0635839,-3.933939957,10000,20,100000,100000
TIE 10 TIE 21,2,14685.41868,11.0167409,284845.3382,-408841.9104,1.468541868,0.550837045,2.848453382,-4.088419104,10000,20,100000,100000
TIE 10 TIE 21,2,14616.7925,10.9348852,298086.0994,-396104.3898,1.46167925,0.54674426,2.980860994,-3.961043898,10000,20,100000,100000
TIE 10 TIE 21,2,14593.61734,10.98878629,300725.0152,-396838.7963,1.459361734,0.549439315,3.007250152,-3.968387963,10000,20,100000,100000
TIE 10 TIE 21,2,14820.47402,11.21137064,271355.7066,-424417.6301,1.482047402,0.560568532,2.713557066,-4.244176301,10000,20,100000,100000
TIE 10 TIE 21,2,14786.757,11.03577457,271573.1585,-416619.1957,1.4786757,0.551788729,2.715731585,-4.166191957,10000,20,100000,100000
TIE 10 TIE 21,2,14624.03932,11.12268348,281767.9904,-417013.5968,1.462403932,0.556134174,2.817679904,-4.170135968,10000,20,100000,100000
TIE 10 TIE 21,2,14774.2258,11.15022255,260217.2143,-430178.6874,1.47742258,0.557511128,2.602172143,-4.301786874,10000,20,100000,100000
TIE 10 TIE 21,2,14778.69106,11.27767458,278220.2512,-430210.866,1.477869106,0.563883729,2.782202512,-4.30210866,10000,20,100000,100000
TIE 10 TIE 21,2,14721.56139,11.46125351,280782.0488,-433912.6073,1.472156139,0.573062676,2.807820488,-4.339126073,10000,20,100000,100000
TIE 10 TIE 21,2,14792.09331,11.02258015,258905.6021,-423772.7653,1.479209331,0.551129008,2.589056021,-4.237727653,10000,20,100000,100000
TIE 10 TIE 21,2,14758.41275,11.09873453,270472.9265,-422552.815,1.475841275,0.554936727,2.704729265,-4.22552815,10000,20,100000,100000
TIE 10 TIE 21,2,14814.62726,11.26340057,265406.5134,-436415.7934,1.481462726,0.563170029,2.654065134,-4.364157934,10000,20,100000,100000
TIE 10 TIE 21,2,14834.39848,11.1283805,264508.3497,-428423.402,1.483439848,0.556419025,2.645083497,-4.28423402,10000,20,100000,100000
TIE 10 TIE 21,2,14708.27828,10.9525498,277026.5952,-407782.6599,1.470827828,0.54762749,2.770265952,-4.077826599,10000,20,100000,100000
TIE 10 TIE 21,2,14696.91385,10.78810955,276093.1856,-400123.2507,1.469691385,0.539405478,2.760931856,-4.001232507,10000,20,100000,100000
TIE 10 TIE 21,2,14685.62761,10.89688462,292251.1782,-397902.2051,1.468562761,0.544844231,2.922511782,-3.979022051,10000,20,100000,100000
TIE 10 TIE 21,2,14802.15143,10.94365421,272738.8105,-413450.6905,1.480215143,0.547182711,2.727388105,-4.134506905,10000,20,100000,100000
TIE 10 TIE 21,2,14768.13081,10.82948642,278684.2138,-405541.2844,1.476813081,0.541474321,2.786842138,-4.055412844,10000,20,100000,100000
TIE 10 TIE 21,2,14322.46921,15.4640189,507013.0981,-464410.2184,1.432246921,0.773200945,5.070130981,-4.644102184,10000,20,100000,100000
TIE 10 TIE 21,2,14441.42117,15.17638235,481547.6902,-475125.1235,1.444142117,0.758819117,4.815476902,-4.751251235,10000,20,100000,100000
TIE 10 TIE 21,2,14432.04393,15.28671562,491927.136,-475225.7914,1.443204393,0.764335781,4.91927136,-4.752257914,10000,20,100000,100000
TIE 10 TIE 21,2,14620.46271,15.3616152,485016.8339,-490621.1779,1.462046271,0.76808076,4.850168339,-4.906211779,10000,20,100000,100000
TIE 10 TIE 21,2,14477.24489,15.09816284,492785.6162,-473501.2018,1.447724489,0.754908142,4.927856162,-4.735012018,10000,20,100000,100000
TIE 10 TIE 21,2,14423.76202,15.28663452,500872.5864,-467277.1323,1.442376202,0.764331726,5.008725864,-4.672771323,10000,20,100000,100000
TIE 10 TIE 21,2,14475.97538,15.32017824,485511.326,-476758.5028,1.447597538,0.766008912,4.85511326,-4.767585028,10000,20,100000,100000
TIE 10 TIE 21,2,14564.34931,15.19434706,474426.1549,-484948.2131,1.456434931,0.759717353,4.744261549,-4.849482131,10000,20,100000,100000
TIE 10 TIE 21,2,14540.04582,15.2556966,479700.2063,-489865.7105,1.454004582,0.76278483,4.797002063,-4.898657105,10000,20,100000,100000
TIE 10 TIE 21,2,14626.86969,15.17644232,471669.8615,-496114.9501,1.462686969,0.758822116,4.716698615,-4.961149501,10000,20,100000,100000
TIE 10 TIE 21,2,14539.27269,15.18128991,479966.4315,-489938.8723,1.453927269,0.759064495,4.799664315,-4.899388723,10000,20,100000,100000
TIE 10 TIE 21,2,14713.13764,15.27816446,449596.8912,-515863.2157,1.471313764,0.763908223,4.495968912,-5.158632157,10000,20,100000,100000
TIE 10 TIE 21,2,14645.44939,15.14684462,465094.194,-495027.7603,1.464544939,0.757342231,4.65094194,-4.950277603,10000,20,100000,100000
TIE 10 TIE 21,2,14525.22716,15.15541938,473737.9436,-492078.8589,1.452522716,0.757770969,4.737379436,-4.920788589,10000,20,100000,100000
TIE 10 TIE 21,2,14493.30697,15.09454201,484843.5251,-484993.4537,1.449330697,0.754727101,4.848435251,-4.849934537,10000,20,100000,100000
TIE 10 TIE 21,2,14515.58209,15.02640919,476964.9397,-482326.3671,1.451558209,0.75132046,4.769649397,-4.823263671,10000,20,100000,100000
TIE 10 TIE 21,2,14454.38564,15.19730354,475089.1365,-489709.4124,1.445438564,0.759865177,4.750891365,-4.897094124,10000,20,100000,100000
TIE 10 TIE 21,2,14590.76236,15.16685398,467011.4494,-495659.4136,1.459076236,0.758342699,4.670114494,-4.956594136,10000,20,100000,100000
TIE 10 TIE 21,2,14372.44851,14.89628413,483300.4358,-467274.4756,1.437244851,0.744814207,4.833004358,-4.672744756,10000,20,100000,100000
TIE 10 TIE 21,2,14510.66707,15.00287858,473241.864,-481410.5088,1.451066707,0.750143929,4.73241864,-4.814105088,10000,20,100000,100000
TIE 10 TIE 21,2,14461.20997,15.25471816,493813.4506,-474970.985,1.446120997,0.762735908,4.938134506,-4.74970985,10000,20,100000,100000
TIE 10 TIE 21,2,14491.98758,15.15015056,475873.6411,-483709.1215,1.449198758,0.757507528,4.758736411,-4.837091215,10000,20,100000,100000
TIE 10 TIE 21,2,14458.8598,15.08461678,491183.5196,-465206.9244,1.44588598,0.754230839,4.911835196,-4.652069244,10000,20,100000,100000
TIE 10 TIE 21,2,14504.00661,15.06168139,482032.6015,-474968.2446,1.450400661,0.753084069,4.820326015,-4.749682446,10000,20,100000,100000
TIE 10 TIE 21,2,14695.81682,15.26083456,462902.3477,-503570.0398,1.469581682,0.763041728,4.629023477,-5.035700398,10000,20,100000,100000
TIE 10 TIE 21,2,14607.27626,16.51263013,494683.7796,-550020.9176,1.460727626,0.825631506,4.946837796,-5.500209176,10000,20,100000,100000
TIE 10 TIE 21,2,14423.03286,15.51781983,513165.2237,-464953.0729,1.442303286,0.775890992,5.131652237,-4.649530729,10000,20,100000,100000
TIE 10 TIE 21,2,14361.21546,15.21916957,516256.135,-442020.696,1.436121546,0.760958479,5.16256135,-4.42020696,10000,20,100000,100000
TIE 10 TIE 21,2,14450.22757,15.48489885,514137.007,-458683.0628,1.445022757,0.774244942,5.14137007,-4.586830628,10000,20,100000,100000
TIE 10 TIE 21,2,14610.30755,15.54210872,491242.8217,-488529.847,1.461030755,0.777105436,4.912428217,-4.88529847,10000,20,100000,100000
TIE 10 TIE 21,2,14366.19352,15.25077819,521366.9919,-439589.3689,1.436619352,0.762538909,5.213669919,-4.395893689,10000,20,100000,100000
TIE 10 TIE 21,2,14412.23594,15.04225376,506809.8502,-437888.2735,1.441223594,0.752112688,5.068098502,-4.378882735,10000,20,100000,100000
TIE 10 TIE 21,2,14465.15591,15.41113014,508046.486,-461302.8662,1.446515591,0.770556507,5.08046486,-4.613028662,10000,20,100000,100000
TIE 10 TIE 21,2,14508.94216,15.22868119,501170.954,-455387.0228,1.450894216,0.76143406,5.01170954,-4.553870228,10000,20,100000,100000
TIE 10 TIE 21,2,14445.61262,15.28991974,511017.4256,-447668.509,1.444561262,0.764495987,5.110174256,-4.47668509,10000,20,100000,100000
TIE 10 TIE 21,2,14478.06419,15.23855447,506855.0175,-452148.8235,1.447806419,0.761927723,5.068550175,-4.521488235,10000,20,100000,100000
TIE 10 TIE 21,2,14353.28261,15.14561005,507329.9124,-451025.3857,1.435328261,0.757280503,5.073299124,-4.510253857,10000,20,100000,100000
TIE 10 TIE 21,2,14543.17514,15.44854498,495356.9791,-481493.9437,1.454317514,0.772427249,4.953569791,-4.814939437,10000,20,100000,100000
TIE 10 TIE 21,2,14676.18219,15.41169142,474706.9339,-496199.8035,1.467618219,0.770584571,4.747069339,-4.961998035,10000,20,100000,100000
TIE 10 TIE 21,2,14552.79811,15.43330458,487525.0347,-484545.2812,1.455279811,0.771665229,4.875250347,-4.845452812,10000,20,100000,100000
TIE 10 TIE 21,2,14488.83676,15.42179211,499067.8845,-473905.6001,1.448883676,0.771089606,4.990678845,-4.739056001,10000,20,100000,100000
TIE 10 TIE 21,2,14693.74812,15.63149857,463943.5135,-519572.3791,1.469374812,0.781574929,4.639435135,-5.195723791,10000,20,100000,100000
TIE 10 TIE 21,2,14656.01188,15.67217395,486133.1876,-502161.5146,1.465601188,0.783608697,4.861331876,-5.021615146,10000,20,100000,100000
TIE 10 TIE 21,2,14525.15795,15.4088945,492918.0703,-481744.1839,1.452515795,0.770444725,4.929180703,-4.817441839,10000,20,100000,100000
TIE 10 TIE 21,2,14622.86185,15.66452345,475971.019,-516758.6404,1.462286185,0.783226173,4.75971019,-5.167586404,10000,20,100000,100000
TIE 10 TIE 21,2,14623.93483,15.81381724,484095.7684,-514470.4726,1.462393483,0.790690862,4.840957684,-5.144704726,10000,20,100000,100000
TIE 10 TIE 21,2,14683.37164,15.61019121,482097.1419,-497822.5868,1.468337164,0.780509561,4.820971419,-4.978225868,10000,20,100000,100000
TIE 10 TIE 21,2,14553.64938,15.41301056,494808.5439,-476137.348,1.455364938,0.770650528,4.948085439,-4.76137348,10000,20,100000,100000
TIE 10 TIE 21,2,14543.83081,15.2075325,487363.456,-472317.0384,1.454383081,0.760376625,4.87363456,-4.723170384,10000,20,100000,100000
